	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs	Utah Expression 24vs35 PermutedAUCs	Ontario Expression 24vs35 PermutedAUCs	Utah Expression 0124vs35 PermutedAUCs	Ontario Expression 0124vs35 PermutedAUCs	Lim PermutedAUCs	Bellacosa Breast PermutedAUCs	NumControlNonMut	NumControlMut	NumCancerNonMut	NumCancerMut	Utah Exome 24vs35	Rank.p.value	Rank.p.value
REACTOME_DEATH_RECEPTOR_SIGNALLING	0.6194639	0.5513393	0.4190045	0.6444444	0.6266667	0	0.025	0.253	0.931	0.014	0.198	1	15	1	16	3	0.299008846014946	0.365577125519091	0.836459625681841
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.5687646	0.5814732	0.4769231	0.565873	0.16	0.25	0.153	0.139	0.674	0.159	0.99	0.951	16	0	16	3	0.0584014564040313	0.234891854726043	0.836567825390545
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.6579254	0.5323661	0.5634992	0.5666667	0.68	0.75	0.009	0.337	0.132	0.179	0.132	0.045	12	4	18	1	0.999999999671828	0.788372532426244	0.836628749921945
KEGG_SELENOCOMPOUND_METABOLISM	0.5920746	0.6205357	0.4627451	0.5642857	0.02666667	0.7777778	0.085	0.05	0.742	0.195	1	0.037	15	1	17	2	0.392356272835336	0.359523016828076	0.838135910141303
KEGG_MISMATCH_REPAIR	0.6451049	0.516183	0.5993967	0.5190476	0.7333333	0.02777778	0.01	0.406	0.05	0.403	0.068	1	15	1	15	4	0.147932152047134	0.276289949482756	0.840188719228224
REACTOME_PURINE_METABOLISM	0.4527972	0.6339286	0.5755656	0.597619	0.7733333	0.04166667	0.772	0.049	0.09	0.089	0.038	1	14	2	17	2	0.998542629838389	0.762710410554112	0.841329256479275
BIOCARTA_IL5_PATHWAY	0.5460373	0.5011161	0.6135747	0.5428571	0.68	0.02777778	0.245	0.499	0.022	0.265	0.141	1	16	0	18	1	0.283260628088936	0.683080902145431	0.841826539442295
BIOCARTA_HSP27_PATHWAY	0.5967366	0.4419643	0.6886878	0.4801587	0.7466667	0.4166667	0.061	0.783	0.001	0.609	0.056	0.738	13	3	19	0	1	0.96888656497202	0.841991996359956
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PREREPLICATIVE_COMPLEX	0.6555944	0.5814732	0.612368	0.6	0.4266667	0.1666667	0.009	0.148	0.026	0.092	0.697	0.989	16	0	19	0	NA	0.252625436584277	0.844072446263753
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	0.4752331	0.3560268	0.5562594	0.5603175	0.6933333	0.5277778	0.657	0.972	0.17	0.184	0.105	0.487	15	1	18	1	0.998542629836967	0.978143145042412	0.84443509619937
BIOCARTA_EIF_PATHWAY	0.6223776	0.4888393	0.6292609	0.502381	0.8533333	0.08333333	0.03	0.567	0.014	0.485	0.013	1	14	2	18	1	0.998542631568869	0.868110375136359	0.845060724895563
REACTOME_COPI_MEDIATED_TRANSPORT	0.6287879	0.4810268	0.4998492	0.3984127	0.8133333	0.8333333	0.027	0.602	0.513	0.929	0.026	0.016	13	3	19	0	1	0.928172575083974	0.846900361693069
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.5646853	0.6395089	0.5627451	0.5166667	0.7466667	0.4861111	0.171	0.028	0.155	0.434	0.067	0.562	15	1	17	2	0.392356272835336	0.371627781452029	0.847867857847316
BIOCARTA_EPHA4_PATHWAY	0.5821678	0.625	0.586727	0.5595238	0.68	0.05555556	0.107	0.052	0.07	0.196	0.13	1	16	0	18	1	0.283260628088936	0.257756365655673	0.849388633492427
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.6043124	0.5323661	0.6193062	0.6174603	0.6	0.06944444	0.052	0.353	0.012	0.047	0.269	1	14	2	17	2	0.998542629838389	0.784654485448644	0.85055545802443
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.5037879	0.5089286	0.4199095	0.6380952	0.2933333	0	0.493	0.475	0.938	0.028	0.92	1	16	0	17	2	0.126223639753789	0.622458327855511	0.851480496233241
REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS	0.5734266	0.5189732	0.5722474	0.5107143	0.72	0.6944444	0.129	0.417	0.111	0.432	0.08	0.112	11	5	14	5	0.998542629838389	0.866709600789009	0.853127603019241
KEGG_REGULATION_OF_AUTOPHAGY	0.5839161	0.5234375	0.5975867	0.5436508	0.8133333	0.1944444	0.096	0.378	0.043	0.281	0.023	0.977	14	2	19	0	0.999999999670207	0.91807142582239	0.853479764680099
REACTOME_PKA_ACTIVATION	0.4420163	0.5200893	0.4651584	0.6309524	0.3733333	0.4722222	0.828	0.392	0.734	0.024	0.804	0.591	15	1	18	1	0.998542629836967	0.919545182903965	0.853844484523921
REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA	0.6107226	0.4285714	0.6410256	0.452381	0.7733333	0.1805556	0.049	0.834	0.007	0.739	0.037	0.99	15	1	18	1	0.998542629836967	0.880127408764282	0.855479618799705
BIOCARTA_CARM1_PATHWAY	0.527972	0.6618304	0.5713424	0.634127	0.2666667	0.125	0.316	0.018	0.107	0.021	0.936	0.999	16	0	19	0	NA	0.378231608785443	0.855975391860903
BIOCARTA_INTRINSIC_PATHWAY	0.5582751	0.4787946	0.5303167	0.5126984	0.7333333	0.1527778	0.185	0.623	0.286	0.406	0.074	0.993	15	1	15	4	0.147932152047134	0.660420885710972	0.857463736119525
REACTOME_SIGNAL_ATTENUATION	0.4609557	0.640625	0.5149321	0.6111111	0.6666667	0.1111111	0.727	0.031	0.408	0.056	0.143	0.997	16	0	19	0	NA	0.542384330667003	0.859581845653665
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.6520979	0.5078125	0.5918552	0.6007937	0.5733333	0.02777778	0.006	0.471	0.055	0.075	0.324	1	15	1	17	2	0.392356272835336	0.467814786224221	0.859933855080079
KEGG_STAPHYLOCOCCUS_AUREUS_INFECTION	0.6375291	0.5993304	0.5760181	0.568254	0.6933333	0.2222222	0.011	0.102	0.101	0.183	0.114	0.97	14	2	16	3	0.441554681299689	0.301286914240682	0.860251278874475
REACTOME_ETHANOL_OXIDATION	0.4621212	0.3309152	0.507994	0.4238095	0.7733333	0.4444444	0.696	0.986	0.444	0.859	0.051	0.683	16	0	18	1	0.283260628088936	0.913326029789951	0.861694497511018
KEGG_COLLECTING_DUCT_ACID_SECRETION	0.6048951	0.546875	0.6365008	0.6079365	0	0.4722222	0.062	0.264	0.009	0.059	1	0.574	13	3	18	1	0.999999002166422	0.845604999983453	0.861750512921034
BIOCARTA_RNA_PATHWAY	0.5979021	0.5228795	0.4313725	0.5111111	0.7466667	0.4027778	0.068	0.367	0.893	0.403	0.057	0.75	16	0	18	1	0.283260628088936	0.499974744812543	0.862549209260381
REACTOME_BASE_EXCISION_REPAIR	0.4965035	0.5022321	0.4702866	0.5293651	0.76	0.5555556	0.532	0.498	0.717	0.323	0.053	0.371	13	3	15	4	0.479819232415823	0.887232060792585	0.862880210036223
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.4134615	0.3616071	0.6117647	0.5666667	0.48	0.3055556	0.92	0.974	0.025	0.174	0.566	0.924	16	0	19	0	NA	0.989633811814861	0.86367713734229
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.5955711	0.6674107	0.6588235	0.6079365	0.6	0	0.07	0.022	0.004	0.076	0.271	1	14	2	18	1	0.998542631568869	0.536978723943782	0.865322700020942
REACTOME_FURTHER_PLATELET_RELEASATE	0.6282051	0.5189732	0.6298643	0.6261905	0.2266667	0.05555556	0.023	0.44	0.013	0.039	0.965	1	15	1	18	1	0.998542629836967	0.702212355825219	0.869051108221451
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.525641	0.5558036	0.4455505	0.3634921	0.8266667	0.1111111	0.365	0.225	0.82	0.972	0.015	0.999	15	1	16	3	0.299008846014946	0.604409978021382	0.871510824232772
KEGG_HISTIDINE_METABOLISM	0.6768648	0.6289062	0.6102564	0.5650794	0.4666667	0.4305556	0.005	0.051	0.032	0.172	0.6	0.7	15	1	18	1	0.998542629836967	0.241321353936011	0.872104744821538
REACTOME_REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE	0.4848485	0.5345982	0.5043741	0.5357143	0.7333333	0.5555556	0.581	0.322	0.492	0.308	0.085	0.366	13	3	15	4	0.479819232415823	0.840961961556332	0.873770910885604
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.67162	0.5993304	0.6561086	0.6055556	0.4266667	0	0.005	0.089	0.002	0.065	0.681	1	15	1	19	0	0.999999002165685	0.469263725365625	0.874202506426277
REACTOME_LAGGING_STRAND_SYNTHESIS	0.4382284	0.3738839	0.5200603	0.5468254	0.7066667	0.1944444	0.821	0.951	0.352	0.254	0.096	0.987	15	1	16	3	0.299008846014946	0.933991423590772	0.874767328404767
KEGG_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS	0.488345	0.4815848	0.4536953	0.5087302	0.12	0.8888889	0.564	0.597	0.774	0.458	0.998	0.001	16	0	19	0	NA	0.926760993454591	0.875085346432005
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.6054779	0.5357143	0.5435897	0.4920635	0.64	0.5138889	0.049	0.324	0.222	0.565	0.198	0.469	16	0	18	1	0.283260628088936	0.43815733088974	0.875314410881366
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.5984848	0.5011161	0.5794872	0.5198413	0.72	0.75	0.065	0.487	0.086	0.373	0.071	0.057	13	3	19	0	1	0.934554609411034	0.87601072346553
REACTOME_CELL_CELL_ADHESION_SYSTEMS	0.5699301	0.6171875	0.4959276	0.5626984	0.6	0.6805556	0.145	0.068	0.526	0.169	0.277	0.128	14	2	17	2	0.998542629838389	0.648928892635722	0.876670950369124
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.6148019	0.3939732	0.5900452	0.4944444	0.6133333	0.875	0.029	0.915	0.059	0.523	0.223	0.008	14	2	19	0	0.999999999670207	0.961717227185321	0.878355312053158
BIOCARTA_D4GDI_PATHWAY	0.4609557	0.6104911	0.4591252	0.6285714	0.5733333	0.4305556	0.745	0.077	0.77	0.031	0.331	0.706	12	4	15	4	0.998542629838389	0.800010229706413	0.878644944350661
BIOCARTA_AKAP95_PATHWAY	0.537296	0.4542411	0.6015083	0.5126984	0.8666667	0.09722222	0.292	0.721	0.035	0.444	0.005	1	15	1	19	0	0.999999002165685	0.975089976336443	0.879358347404814
KEGG_NITROGEN_METABOLISM	0.6724942	0.624442	0.4138763	0.6515873	0.7866667	0.05555556	0.006	0.055	0.937	0.013	0.038	1	14	2	18	1	0.998542631568869	0.388287807104805	0.880745164852528
REACTOME_UNWINDING_OF_DNA	0.5681818	0.5323661	0.3650075	0.602381	0.7866667	0	0.155	0.352	0.997	0.074	0.037	1	16	0	19	0	NA	0.7646815200154	0.882035841921687
REACTOME_TRANSPORT_OF_THE_SLBP_INDEPENDENT_MATURE_MRNA	0.6480186	0.3861607	0.6895928	0.4	0.7866667	0.09722222	0.008	0.932	0.002	0.919	0.034	0.998	14	2	18	1	0.998542631568869	0.887023703835338	0.883448900413216
ST_G_ALPHA_S_PATHWAY	0.532634	0.5959821	0.480543	0.5968254	0.2666667	0.1805556	0.299	0.104	0.615	0.1	0.939	0.987	16	0	18	1	0.283260628088936	0.424243041728624	0.883710432063339
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.6736597	0.5876116	0.6618401	0.5531746	0.4666667	0.1111111	0.004	0.14	0.001	0.217	0.585	0.994	15	1	19	0	0.999999002165685	0.511180656783048	0.883921692107098
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.5635198	0.4676339	0.5526395	0.5666667	0.4666667	0.2083333	0.154	0.702	0.185	0.168	0.588	0.983	15	1	16	3	0.299008846014946	0.782245706400501	0.884573154665439
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.6742424	0.5078125	0.639819	0.447619	0.7466667	0.2638889	0.002	0.465	0.013	0.759	0.05	0.948	15	1	18	1	0.998542629836967	0.49515524638841	0.888774630727013
BIOCARTA_PROTEASOME_PATHWAY	0.4912587	0.5736607	0.546003	0.6	0.7333333	0.3472222	0.546	0.164	0.207	0.076	0.059	0.866	13	3	19	0	1	0.930207294662442	0.889627458684689
BIOCARTA_NO2IL12_PATHWAY	0.6060606	0.6065848	0.5870287	0.5595238	0.6666667	0.02777778	0.052	0.072	0.07	0.226	0.148	1	15	1	16	3	0.299008846014946	0.267845672960806	0.892479665377343
REACTOME_PYRIMIDINE_METABOLISM	0.5422494	0.5368304	0.5755656	0.6396825	0.2133333	0.09722222	0.262	0.326	0.102	0.018	0.976	1	13	3	15	4	0.479819232415823	0.791832768103078	0.892583202798429
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.625	0.4888393	0.6313725	0.4444444	0.76	0.1111111	0.031	0.566	0.008	0.804	0.042	0.998	15	1	18	1	0.998542629836967	0.781900629816632	0.893364073419812
REACTOME_GLUCURONIDATION	0.4428904	0.5379464	0.4524887	0.4555556	0.2133333	0.6805556	0.813	0.308	0.797	0.764	0.967	0.123	16	0	17	2	0.126223639753789	0.606457631983473	0.893867751682456
ST_INTERFERON_GAMMA_PATHWAY	0.5641026	0.625	0.4211161	0.5928571	0.04	0.4166667	0.153	0.055	0.926	0.113	1	0.703	16	0	18	1	0.283260628088936	0.294680286010863	0.893879491020314
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.4434732	0.5267857	0.5128205	0.6142857	0.02666667	0.4305556	0.822	0.347	0.403	0.043	1	0.677	15	1	18	1	0.998542629836967	0.912772501656088	0.897559439440399
BIOCARTA_EIF2_PATHWAY	0.4227855	0.4581473	0.426546	0.5174603	0.8	0.1527778	0.882	0.724	0.907	0.396	0.022	0.997	16	0	19	0	NA	0.971123367404548	0.897728537771594
ST_STAT3_PATHWAY	0.3712121	0.484375	0.4337858	0.3809524	0.7733333	0.4305556	0.977	0.586	0.871	0.958	0.045	0.69	16	0	18	1	0.283260628088936	0.864039432810019	0.897977958492283
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.495338	0.6054688	0.4322775	0.6031746	0.04	0.5694444	0.52	0.077	0.89	0.059	1	0.348	16	0	19	0	NA	0.601628435453983	0.898528121759395
KEGG_VITAMIN_B6_METABOLISM	0.4452214	0.4570312	0.6075415	0.6309524	0	0.08333333	0.81	0.688	0.031	0.04	1	1	16	0	19	0	NA	0.96186295742839	0.898598040132443
REACTOME_CAM_PATHWAY	0.4571678	0.4732143	0.5263952	0.6404762	0.5466667	0.01388889	0.749	0.657	0.3	0.015	0.38	1	15	1	18	1	0.998542629836967	0.955664288857042	0.899138495977253
REACTOME_COMPLEMENT_CASCADE	0.4382284	0.5	0.440724	0.4944444	0.7733333	0.05555556	0.811	0.525	0.842	0.531	0.039	1	16	0	17	2	0.126223639753789	0.716567030166428	0.899384701022185
BIOCARTA_TALL1_PATHWAY	0.5786713	0.4938616	0.5625943	0.5055556	0.6666667	0.125	0.114	0.536	0.144	0.465	0.155	0.998	15	1	15	4	0.147932152047134	0.567514530920162	0.901655385223518
REACTOME_BASIGIN_INTERACTIONS	0.6497669	0.4665179	0.6153846	0.5373016	0.6133333	0	0.01	0.686	0.024	0.313	0.245	1	15	1	16	3	0.299008846014946	0.524714153791974	0.90180713772013
REACTOME_COMMON_PATHWAY	0.5926573	0.4609375	0.5984917	0.5079365	0.1466667	0.1111111	0.072	0.697	0.042	0.456	0.991	0.999	15	1	14	5	0.0878934421477746	0.502972095742877	0.902256653035985
BIOCARTA_TCYTOTOXIC_PATHWAY	0.5629371	0.4207589	0.727451	0.5007937	0.52	0	0.194	0.874	0.001	0.52	0.468	1	16	0	19	0	NA	0.936618098981133	0.903092895301512
BIOCARTA_RANMS_PATHWAY	0.4475524	0.3498884	0.3936652	0.4793651	0.8	0.25	0.807	0.979	0.963	0.618	0.02	0.969	16	0	19	0	NA	0.985854935082493	0.903328134648831
REACTOME_OPSINS	0.4265734	0.5546875	0.4886878	0.4920635	0.8	0.05555556	0.879	0.215	0.562	0.554	0.033	1	16	0	18	1	0.283260628088936	0.67036592542751	0.903556365768691
BIOCARTA_CALCINEURIN_PATHWAY	0.5862471	0.6361607	0.6187029	0.5769841	0.76	0.05555556	0.102	0.04	0.02	0.154	0.056	1	15	1	19	0	0.999999002165685	0.666153717038053	0.908794161039094
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	0.6856061	0.3716518	0.6751131	0.3730159	0.76	0.05555556	0.004	0.953	0.003	0.966	0.044	1	15	1	18	1	0.998542629836967	0.769046332447911	0.909506060370422
REACTOME_MYOGENESSIS	0.7051282	0.5731027	0.6527903	0.5174603	0.7333333	0.01388889	0.001	0.185	0.003	0.406	0.075	1	14	2	17	2	0.998542629838389	0.304554218611747	0.909566992891043
BIOCARTA_EXTRINSIC_PATHWAY	0.4219114	0.4425223	0.4081448	0.6095238	0.2666667	0	0.888	0.782	0.961	0.064	0.936	1	15	1	15	4	0.147932152047134	0.854588051546211	0.91048020488736
BIOCARTA_PLATELETAPP_PATHWAY	0.4294872	0.3962054	0.6042232	0.515873	0.76	0.01388889	0.875	0.909	0.037	0.418	0.042	1	16	0	19	0	NA	0.983475050462555	0.91160064643476
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.576049	0.4631696	0.4307692	0.4888889	0.6	0.7708333	0.118	0.693	0.909	0.554	0.283	0.035	13	3	15	4	0.479819232415823	0.868113549614837	0.912350282603171
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.5734266	0.5145089	0.6244344	0.5222222	0.8	0.08333333	0.118	0.443	0.017	0.381	0.028	1	15	1	19	0	0.999999002165685	0.9205721707998	0.913007405424867
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.5585664	0.5591518	0.6220211	0.5206349	0.1333333	0	0.173	0.231	0.023	0.394	0.99	1	16	0	17	2	0.126223639753789	0.38550247246267	0.913898769236766
BIOCARTA_41BB_PATHWAY	0.5833333	0.6283482	0.3257919	0.4373016	0.6666667	0.5833333	0.098	0.049	1	0.831	0.138	0.302	15	1	15	4	0.147932152047134	0.188746411907276	0.913926240446907
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.5722611	0.3504464	0.666365	0.397619	0.76	0.06944444	0.125	0.984	0.004	0.929	0.044	1	15	1	18	1	0.998542629836967	0.948281396863781	0.915197876915862
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.6270396	0.6049107	0.4576169	0.5936508	0	0.08333333	0.019	0.095	0.782	0.09	1	1	16	0	17	2	0.126223639753789	0.118678539681533	0.917533070969796
KEGG_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS	0.6902681	0.5569196	0.5384615	0.6412698	0.2	0	0.003	0.251	0.23	0.022	0.976	1	16	0	19	0	NA	0.232498989570117	0.918454539720851
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.4020979	0.3604911	0.4944193	0.4365079	0.5733333	0.4305556	0.941	0.963	0.558	0.82	0.347	0.673	16	0	17	2	0.126223639753789	0.890525129232308	0.91846513727464
BIOCARTA_MTA3_PATHWAY	0.3953963	0.6607143	0.4232278	0.5222222	0.7733333	0.2916667	0.959	0.02	0.913	0.343	0.035	0.934	16	0	19	0	NA	0.59400237249752	0.918668375102917
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.5693473	0.578125	0.4986425	0.5507937	0.68	0.5416667	0.134	0.164	0.495	0.227	0.131	0.415	14	2	17	2	0.998542629838389	0.74582217135856	0.921124135889432
BIOCARTA_GLYCOLYSIS_PATHWAY	0.4446387	0.4029018	0.6060332	0.4555556	0.7466667	0.2083333	0.807	0.911	0.031	0.742	0.051	0.978	15	1	18	1	0.998542629836967	0.978366198798659	0.921136719725244
KEGG_PROTEASOME	0.5722611	0.5379464	0.5562594	0.4825397	0.6	0.8472222	0.122	0.304	0.16	0.594	0.248	0.012	14	2	19	0	0.999999999670207	0.911551337723937	0.923740849096409
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.6407343	0.609375	0.6187029	0.45	0.6666667	0.125	0.016	0.067	0.022	0.776	0.163	0.996	13	3	13	6	0.299017182565478	0.194242612076851	0.924170931329512
REACTOME_PROSTANOID_HORMONES	0.4487179	0.5926339	0.4923077	0.5833333	0.3066667	0	0.795	0.104	0.531	0.116	0.9	1	16	0	18	1	0.283260628088936	0.541420860087191	0.925322051444144
BIOCARTA_CHREBP2_PATHWAY	0.5999417	0.4648438	0.6165913	0.4952381	0.6533333	0.6944444	0.065	0.672	0.026	0.539	0.17	0.115	14	2	19	0	0.999999999670207	0.953184770964921	0.925444775223167
BIOCARTA_IL4_PATHWAY	0.5597319	0.515625	0.414178	0.4690476	0.8	0.625	0.18	0.401	0.946	0.673	0.025	0.221	15	1	19	0	0.999999002165685	0.927174787934193	0.925604166920256
KEGG_PHOTOTRANSDUCTION	0.6121795	0.4458705	0.5435897	0.5626984	0.01333333	0.4305556	0.045	0.76	0.23	0.187	1	0.703	15	1	17	2	0.392356272835336	0.77328471193237	0.925889157033331
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.4428904	0.4720982	0.5230769	0.4468254	0.05333333	0.7638889	0.821	0.655	0.35	0.762	1	0.042	15	1	17	2	0.392356272835336	0.919392301647157	0.926944769600223
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOLGPI_ANCHOR_BIOSYNTHESIS	0.5250583	0.3604911	0.4404223	0.6460317	0.6266667	0.1666667	0.355	0.961	0.88	0.027	0.201	0.988	10	6	14	5	0.99854262983839	0.982315807594944	0.928611783643411
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.5364219	0.6216518	0.4618401	0.6047619	0.6266667	0.1388889	0.306	0.064	0.747	0.075	0.212	0.995	15	1	18	1	0.998542629836967	0.636621880131133	0.930646441340192
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.6247086	0.4486607	0.6561086	0.4666667	0.64	0.3333333	0.022	0.751	0.002	0.693	0.176	0.865	15	1	19	0	0.999999002165685	0.915371626582145	0.931210155758778
REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE	0.5017483	0.328125	0.6054299	0.5698413	0.28	0.02777778	0.507	0.99	0.035	0.17	0.919	1	15	1	17	2	0.392356272835336	0.945855485870045	0.931539544180139
BIOCARTA_SARS_PATHWAY	0.6194639	0.5122768	0.6307692	0.5230159	0.7866667	0	0.032	0.429	0.014	0.392	0.034	1	15	1	19	0	0.999999002165685	0.856693921757399	0.931916198680859
KEGG_CARBOHYDRATE_DIGESTION_AND_ABSORPTION	0.5909091	0.4771205	0.6241327	0.5373016	0.6266667	0.1388889	0.075	0.62	0.01	0.323	0.219	0.996	12	4	15	4	0.998542629838389	0.891265959205799	0.932266554803126
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.6526807	0.499442	0.4045249	0.5333333	0.4933333	0.4166667	0.009	0.515	0.967	0.316	0.539	0.701	16	0	18	1	0.283260628088936	0.37700053650108	0.935329466800387
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.3977273	0.686942	0.5613876	0.647619	0	0.4305556	0.942	0.01	0.139	0.021	1	0.697	12	4	19	0	1	0.857602859426582	0.935382167385804
BIOCARTA_INFLAM_PATHWAY	0.467366	0.4319196	0.4823529	0.5436508	0.7466667	0.3333333	0.694	0.821	0.653	0.27	0.06	0.872	14	2	17	2	0.998542629838389	0.977504997689508	0.939621282627572
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.513986	0.5647321	0.5918552	0.6595238	0.04	0	0.417	0.211	0.057	0.009	1	1	14	2	18	1	0.998542631568869	0.88073359506567	0.939837363996816
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.4682401	0.46875	0.4684766	0.4595238	0.5866667	0.7083333	0.692	0.66	0.735	0.703	0.317	0.092	13	3	15	4	0.479819232415823	0.935863994710446	0.940159902709055
BIOCARTA_MEF2D_PATHWAY	0.6969697	0.5390625	0.6211161	0.5563492	0.7333333	0	0.002	0.324	0.014	0.243	0.066	1	15	1	19	0	0.999999002165685	0.600416098510721	0.942023677114646
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.5206876	0.6127232	0.481448	0.6579365	0.12	0.4166667	0.381	0.085	0.63	0.013	0.994	0.724	14	2	19	0	0.999999999670207	0.86300765233239	0.942418289704052
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE	0.4618298	0.3716518	0.5269985	0.497619	0.6933333	0.125	0.705	0.957	0.305	0.512	0.119	0.996	15	1	16	3	0.299008846014946	0.926825188809351	0.942618255927964
KEGG_RIBOFLAVIN_METABOLISM	0.4854312	0.5424107	0.5505279	0.5142857	0.02666667	0.9583333	0.595	0.265	0.195	0.433	1	0.001	13	3	19	0	1	0.956084365231822	0.943174431014323
REACTOME_DEPOLARIZATION_OF_THE_PRESYNAPTIC_TERMINAL_TRIGGERS_THE_OPENING_OF_CALCIUM_CHANNELS	0.6019814	0.5066964	0.707089	0.5142857	0	0.1111111	0.065	0.475	0.001	0.425	1	1	15	1	18	1	0.998542629836967	0.797676110991467	0.944394759761895
BIOCARTA_AMI_PATHWAY	0.5	0.4285714	0.5825038	0.415873	0.3733333	0.1666667	0.489	0.851	0.076	0.888	0.796	0.986	15	1	15	4	0.147932152047134	0.800328901890945	0.94462928546703
BIOCARTA_IL7_PATHWAY	0.6136364	0.6071429	0.5975867	0.4920635	0.5066667	0.02777778	0.046	0.077	0.046	0.563	0.514	1	14	2	14	5	0.230558918839363	0.198777091418826	0.946358836849995
BIOCARTA_P27_PATHWAY	0.6666667	0.4503348	0.454902	0.4087302	0.5333333	0.5555556	0.005	0.748	0.813	0.91	0.414	0.358	16	0	18	1	0.283260628088936	0.441542720273396	0.94668616388137
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.5029138	0.4012277	0.5239819	0.468254	0.6666667	0	0.484	0.897	0.337	0.682	0.155	1	16	0	17	2	0.126223639753789	0.785064221969826	0.947765612231802
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS	0.4111305	0.4397321	0.6197587	0.5373016	0.02666667	0.2916667	0.914	0.793	0.017	0.287	1	0.923	15	1	18	1	0.998542629836967	0.975986310396891	0.948672930837074
REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS	0.4854312	0.6216518	0.5674208	0.6214286	0	0.4166667	0.581	0.065	0.129	0.049	1	0.72	14	2	19	0	0.999999999670207	0.866968024340377	0.949406265620112
