	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCA	Number instances predicted as dependent variable class BRCA correctly	Number instances predicted as dependent variable class BRCA incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCA	Number instances with dependent variable class BRCA predicted correctly	Number instances with dependent variable class BRCA predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCA	Proportion instances predicted as dependent variable class BRCA correctly	Proportion instances predicted as dependent variable class BRCA incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCA	Proportion instances with dependent variable class BRCA predicted correctly	Proportion instances with dependent variable class BRCA predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
Visvader_REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION_weka_svm_weights_r_svm_rbf	0.56	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3736269492432118	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	96.70344568647836	0.44079976341616917	101.65841576435142	14	6	-0.06666666666666665
Visvader_REACTOME_ACTIVATED_TLR4_SIGNALLING_weka_svm_weights_r_svm_rbf	0.5333333333333333	0.75	0.25	0.0	NA	0.25	0.0	0.37231342286226987	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	96.3634741525875	0.44962634614922	103.69402578895972	15	5	0.0
Visvader_REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.24213521256017062	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	62.670290309691225	0.33172435354744	76.50315415493566	18	2	0.6000000000000001
Visvader_REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.334250022293347	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	86.51177047592512	0.41251696623239925	95.13576173022938	15	5	0.1333333333333333
Visvader_REACTOME_ACTIVATION_OF_CHAPERONES_BY_IRE1_ALPHA_weka_svm_weights_r_svm_rbf	0.2	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4134845224574362	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	107.01952345957173	0.4843965165389741	111.71281511471938	14	6	-0.06666666666666665
Visvader_REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.25130332985087617	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	65.04321478493266	0.33827757537712205	78.01447563159641	18	2	0.6000000000000001
Visvader_REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.29377410675118254	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	76.0356511591296	0.36625660340417804	84.4670736135321	18	2	0.6000000000000001
Visvader_REACTOME_ACTIVATION_OF_RAC_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.29211703690681123	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	75.60676249352761	0.3801962293786319	87.681867292023	17	3	0.5333333333333332
Visvader_REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf	0.72	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3088823916201937	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	79.94603077228543	0.38935579145105037	89.79426989895948	16	4	0.3333333333333335
Visvader_REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.2595748099283213	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	67.1840684520361	0.3429929455170938	79.10194685539443	17	3	0.5333333333333332
Visvader_REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY_weka_svm_weights_r_svm_rbf	0.25333333333333335	0.75	0.25	0.0	NA	0.25	0.0	0.4028078203187401	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	104.25614172955625	0.4591518697339945	105.89082741482608	15	5	0.0
Visvader_REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.5333333333333333	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.3868255590351457	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	100.11955645615535	0.4680078826690162	107.93322471101729	13	7	-0.1333333333333333
Visvader_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.20501168782457943	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	53.06184861342056	0.28533893852583164	65.80562616825053	19	1	0.8
Visvader_REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.1995561504367131	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	51.64982717185515	0.2807637784520115	64.75049056343906	19	1	0.8
Visvader_REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL_weka_svm_weights_r_svm_rbf	0.5733333333333334	0.75	0.25	0.0	NA	0.25	0.0	0.3589316132474994	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	92.89994695817632	0.4387649434966371	101.18914017358827	15	5	0.0
Visvader_REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS_weka_svm_weights_r_svm_rbf	0.28	0.75	0.25	0.0	NA	0.25	0.0	0.4253739365087485	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	110.09678356697019	0.4813023787131036	110.99923680629009	15	5	0.0
Visvader_REACTOME_AMINE_DERIVED_HORMONES_weka_svm_weights_r_svm_rbf	0.25333333333333335	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.40466995736156647	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	104.73810661122897	0.49218598995531737	113.50924422576763	14	6	-0.06666666666666665
Visvader_REACTOME_AMINE_LIGAND_BINDING_RECEPTORS_weka_svm_weights_r_svm_rbf	0.6533333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	0.19999999999999987	0.35015989978016043	15.0	12.0	3.0	5.0	2.0	3.0	15.0	12.0	3.0	5.0	2.0	3.0	0.75	0.8	0.2	0.25	0.4	0.6	0.75	0.8	0.2	0.25	0.4	0.6	90.62962111957094	0.4414948018225359	101.8187073732648	14	6	0.20000000000000018
Visvader_REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS_weka_svm_weights_r_svm_rbf	0.8933333333333333	0.75	0.25	0.0	NA	0.25	0.28571428571428564	0.24858119280091923	16.0	13.0	3.0	4.0	2.0	2.0	15.0	13.0	2.0	5.0	2.0	3.0	0.8	0.8125	0.1875	0.2	0.5	0.5	0.75	0.8666666666666667	0.13333333333333333	0.25	0.4	0.6	64.33866166612027	0.3802917364446555	87.70389338602772	15	5	0.2666666666666666
Visvader_REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_weka_svm_weights_r_svm_rbf	0.68	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3162381115455405	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	81.84986416472813	0.39915649551876314	92.05453438090355	16	4	0.3333333333333335
Visvader_REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE_weka_svm_weights_r_svm_rbf	0.9200000000000002	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.21430824171231536	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	55.468015502011035	0.32521572086921186	75.00211594717219	17	3	0.5333333333333332
Visvader_REACTOME_APCDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.310286557790286	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	80.30946201630933	0.3959499700693039	91.3150369393127	15	5	0.1333333333333333
Visvader_REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION_weka_svm_weights_r_svm_rbf	0.2	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.42443371130117624	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	109.85343116030445	0.50052913846979	115.43336336298057	14	6	-0.06666666666666665
Visvader_REACTOME_APOPTOSIS_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.2568912052596305	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	66.48948842013965	0.3545271233571858	81.76198967683537	16	4	0.4666666666666668
Visvader_REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS_weka_svm_weights_r_svm_rbf	0.4533333333333333	0.75	0.25	0.0	NA	0.25	0.0	0.3757333060005751	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	97.24862037661944	0.45752615434939037	105.51590060179474	15	5	0.0
Visvader_REACTOME_APOPTOTIC_EXECUTION_PHASE_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3021251593593358	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	78.19710006947516	0.4004703312465969	92.35753467661851	16	4	0.3333333333333335
Visvader_REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PREREPLICATIVE_COMPLEX_weka_svm_weights_r_svm_rbf	0.2	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4056923019982518	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	105.00271345837105	0.5027492714960516	115.94537635610641	14	6	-0.06666666666666665
Visvader_REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.27568832458444187	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	71.35462518656144	0.36646720400228167	84.51564288452336	16	4	0.3333333333333335
Visvader_REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_weka_svm_weights_r_svm_rbf	0.64	0.75	0.25	0.0	25	0.25	0.0	0.33485348640414025	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	86.66796118695395	0.4200564113881688	96.87452865772913	15	5	0.0
Visvader_REACTOME_AXON_GUIDANCE_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.7333333333333334	0.21151064210113946	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	54.743930896765505	0.2940725181118837	67.81978755933025	18	2	0.7333333333333334
Visvader_REACTOME_A_THIRD_PROTEOLYTIC_CLEAVAGE_RELEASES_NICD_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3274626705182949	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	84.75504413414693	0.40500299722862515	93.4028701807733	16	4	0.19999999999999996
Visvader_REACTOME_BASE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.26772430233479805	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	69.2933488395948	0.3471184193805242	80.0533746283663	17	3	0.5333333333333332
Visvader_REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY_weka_svm_weights_r_svm_rbf	0.68	0.75	0.25	0.0	NA	0.25	0.0	0.3418527092615782	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	88.47952475005553	0.41890755458504736	96.60957624114819	15	5	0.0
Visvader_REACTOME_BASIGIN_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.75	0.25	0.0	NA	0.25	0.0	0.33548342563441824	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	86.83100428184942	0.4112268905897358	94.83824104865515	15	5	0.0
Visvader_REACTOME_BETACATENIN_PHOSPHORYLATION_CASCADE_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3280509805536898	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	84.90731261389618	0.40229564367845094	92.77849309242887	15	5	0.1333333333333333
Visvader_REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS_weka_svm_weights_r_svm_rbf	0.08	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4511454241156003	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	116.76705094756714	0.5274638031949171	121.64510749795927	14	6	-0.06666666666666665
Visvader_REACTOME_BIOLOGICAL_OXIDATIONS_weka_svm_weights_r_svm_rbf	0.6	0.65	0.25	-0.09999999999999998	50	0.35	0.0	0.3828691307777449	16.0	12.0	4.0	4.0	1.0	3.0	15.0	12.0	3.0	5.0	1.0	4.0	0.8	0.75	0.25	0.2	0.25	0.75	0.75	0.8	0.2	0.25	0.2	0.8	99.09553973071046	0.48670579427318506	112.24538689788103	13	7	0.0
Visvader_REACTOME_BOTULINUM_NEUROTOXICITY_weka_svm_weights_r_svm_rbf	0.4666666666666667	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3938314132838254	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	101.93283637934306	0.4741863038478176	109.3581086630735	15	5	0.1333333333333333
Visvader_REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM_weka_svm_weights_r_svm_rbf	0.44000000000000006	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3841710047922299	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	99.43249535798891	0.4740003361955453	109.31522030767397	14	6	-0.06666666666666665
Visvader_REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS_weka_svm_weights_r_svm_rbf	0.22666666666666666	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4098977513981339	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	106.09118271481113	0.48444690884822955	111.72443672332896	14	6	-0.06666666666666665
Visvader_REACTOME_CAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.42666666666666664	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.39877841799059605	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	103.21323759756604	0.4721909561763398	108.8979362673138	14	6	-0.06666666666666665
Visvader_REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.324677122545149	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	84.03407877639151	0.4001122072067081	92.27494315646868	15	5	0.1333333333333333
Visvader_REACTOME_CD28_CO_STIMULATION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.7333333333333334	0.28364220175488397	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	73.41327574832292	0.35702332733517417	82.33767088832319	18	2	0.7333333333333334
Visvader_REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING_weka_svm_weights_r_svm_rbf	0.36	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4265890399736668	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	110.41128093436082	0.5010700462692405	115.55810896071085	14	6	-0.06666666666666665
Visvader_REACTOME_CD28_DEPENDENT_VAV1_PATHWAY_weka_svm_weights_r_svm_rbf	0.6533333333333333	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3578396777926357	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	92.61732836985865	0.4228183322049094	97.5114901944606	15	5	0.1333333333333333
Visvader_REACTOME_CDC20_PHOSPHO_APC_MEDIATED_DEGRADATION_OF_CYCLIN_A_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.33160454853310406	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	85.82705962033282	0.4138112042230243	95.43424234357936	16	4	0.3333333333333335
Visvader_REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX_weka_svm_weights_r_svm_rbf	0.36	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.42334239361404224	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	109.57097246481094	0.5120468740327947	118.08961422267612	13	7	-0.1333333333333333
Visvader_REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX_weka_svm_weights_r_svm_rbf	0.6133333333333333	0.7	0.25	-0.050000000000000044	25	0.30000000000000004	-0.09090909090909098	0.36617881716460693	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	94.77569385436885	0.44272278632352574	102.10190843033058	14	6	-0.06666666666666665
Visvader_REACTOME_CELLEXTRACELLULAR_MATRIX_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.16	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.44697671256339755	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	115.68809031052642	0.5267708193786871	121.48528972409679	14	6	-0.06666666666666665
Visvader_REACTOME_CELL_CELL_ADHESION_SYSTEMS_weka_svm_weights_r_svm_rbf	0.5466666666666666	0.55	0.25	-0.19999999999999996	25	0.44999999999999996	-0.28571428571428564	0.3853810375164539	16.0	11.0	5.0	4.0	0.0	4.0	15.0	11.0	4.0	5.0	0.0	5.0	0.8	0.6875	0.3125	0.2	0.0	1.0	0.75	0.7333333333333333	0.26666666666666666	0.25	0.0	1.0	99.74568029837631	0.48146134769355187	111.03589865606695	11	9	-0.2666666666666667
Visvader_REACTOME_CELL_CYCLE_CHECKPOINTS_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.2621966115001816	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	67.8626523882823	0.3419862976818326	78.86979104983732	18	2	0.6000000000000001
